30.797	1.023
31.820	1.030
32.850	1.017
33.867	1.027
34.893	1.043
35.937	1.027
36.963	1.007
37.970	1.047
39.017	1.033
40.050	1.043
41.093	1.017
42.110	1.023
43.133	1.027
44.160	1.037
45.197	1.003
46.200	1.007
47.207	1.037
48.243	1.020
49.263	1.007
50.270	1.067
51.337	1.023
52.360	1.023
53.383	1.017
54.400	1.023
55.423	1.030
56.453	1.017
57.470	1.020
58.490	1.010
59.500	1.017
60.517	1.023
61.540	1.007
62.547	1.047
63.593	1.050
64.643	1.037
65.680	1.037
66.717	1.057
67.773	1.030
68.803	1.033
69.837	1.033
70.870	1.017
71.887	1.007
72.893	1.020
73.913	1.047
74.960	1.020
75.980	1.033
77.013	1.047
78.060	1.013
79.073	1.030
80.103	1.037
81.140	1.013
82.153	1.050
83.203	1.037
84.240	1.083
85.323	1.067
86.390	1.047
87.437	1.040
88.477	1.033
89.510	1.037
90.547	1.037
91.583	1.057
92.640	1.033
93.673	1.043
94.717	1.007
95.723	1.040
96.763	1.037
97.800	1.060
98.860	1.043
99.903	1.033
100.937	1.027
101.963	1.033
102.997	1.053
104.050	1.040
105.090	1.043
106.133	1.070
107.203	0.983
108.187	0.923
109.110	0.940
110.050	1.030
111.080	1.023
112.103	1.053
113.157	1.040
114.197	1.053
115.250	1.063
116.313	1.043
117.357	1.047
118.403	1.057
119.460	1.060
120.520	1.047
121.567	1.043
122.610	1.037
123.647	1.037
124.683	1.037
125.720	1.040
126.760	1.020
127.780	1.037
128.817	1.050
129.867	1.040
130.907	1.027
131.933	1.040
132.973	1.030
134.003	1.040
135.043	1.050
136.093	1.033
137.127	1.023
138.150	1.040
139.190	1.033
140.223	1.040
141.263	1.023
142.287	1.010
143.297	1.043
144.340	1.047
145.387	1.033
146.420	1.023
147.443	1.050
148.493	1.043
149.537	1.007
150.543	1.033
151.577	1.023
152.600	1.047
153.647	1.030
154.677	1.043
155.720	1.063
156.783	1.057
157.840	1.057
158.897	1.063
159.960	1.047
161.007	1.010
162.017	1.047
163.063	1.067
164.130	1.053
165.183	1.050
166.233	1.033
167.267	1.040
168.307	1.033
169.340	1.047
170.387	1.043
171.430	1.027
172.457	1.037
173.493	1.030
174.523	1.047
175.570	1.040
176.610	1.027
177.637	1.033
178.670	1.040
179.710	1.023
180.733	1.047
181.780	1.047
182.827	1.020
183.847	1.050
184.897	1.037
185.933	1.057
186.990	1.060
188.050	1.047
189.097	1.053
190.150	1.043
191.193	1.033
192.227	1.047
193.273	1.040
194.313	1.040
195.353	1.043
196.397	1.053
197.450	1.023
198.473	1.057
199.530	1.047
200.577	1.033
201.610	1.047
202.657	1.060
203.717	1.067
204.783	1.043
205.827	1.063
206.890	1.030
207.920	1.050
208.970	1.023
209.993	1.040
211.033	1.043
212.077	1.047
213.123	1.053
214.177	1.040
215.217	1.040
216.257	1.057
217.313	1.053
218.367	1.060
219.427	1.053
220.480	1.040
221.520	1.063
222.583	1.060
223.643	1.057
224.700	1.067
225.767	1.083
226.850	1.047
227.897	1.007
228.903	1.053
229.957	1.060
231.017	1.047
232.063	1.053
233.117	1.043
234.160	1.043
235.203	1.057
236.260	1.057
237.317	1.033
238.350	1.060
239.410	1.057
240.467	1.033
241.500	1.010
242.510	1.050
243.560	1.063
244.623	1.027
245.650	1.060
246.710	1.040
247.750	1.053
248.803	1.050
249.853	1.040
250.893	1.047
251.940	1.047
252.987	1.050
254.037	1.040
255.077	1.020
256.097	1.043
257.140	1.037
258.177	1.037
259.213	1.043
260.257	1.030
261.287	1.040
262.327	1.047
263.373	1.040
264.413	1.007
265.420	1.030
266.450	1.040
267.490	1.020
268.510	1.037
269.547	1.017
270.563	1.037
271.600	1.027
272.627	1.040
273.667	1.040
274.707	1.057
275.763	1.033
276.797	1.057
277.853	1.030
278.883	1.023
279.907	1.050
280.957	1.030
281.987	1.057
283.043	1.030
284.073	1.060
285.133	1.017
286.150	1.043
287.193	1.043
288.237	1.020
289.257	1.020
290.277	1.047
291.323	1.050
292.373	1.033
293.407	1.047
294.453	1.030
295.483	1.033
296.517	1.047
297.563	1.023
298.587	1.047
299.633	1.040
300.673	1.050
301.723	1.033
302.757	1.043
303.800	1.033
304.833	1.027
305.860	1.047
306.907	1.043
307.950	1.030
308.980	1.023
310.003	1.037
311.040	1.017
312.057	1.030
313.087	1.050
314.137	1.063
315.200	1.047
316.247	1.043
317.290	1.040
318.330	1.043
319.373	1.050
320.423	1.020
321.443	1.030
322.473	1.030
323.503	1.040
324.543	1.043
325.587	1.043
326.630	1.040
327.670	1.040
328.710	1.037
329.747	1.027
330.773	1.017
331.790	1.013
332.803	1.043
333.847	1.043
334.890	1.030
335.920	1.023
336.943	1.033
337.977	1.047
339.023	1.027
340.050	1.040
341.090	1.057
342.147	1.040
343.187	1.040
344.227	1.030
345.257	1.040
346.297	1.053
347.350	1.047
348.397	1.043
349.440	1.033
350.473	1.030
351.503	1.053
352.557	1.043
353.600	1.040
354.640	1.033
355.673	1.030
356.703	1.023
357.727	1.063
358.790	1.057
359.847	1.027
360.873	1.037
361.910	1.037
362.947	1.037
363.983	1.043
365.027	1.057
366.083	1.043
367.127	1.013
368.140	1.043
369.183	1.040
370.223	1.047
371.270	1.037
372.307	1.040
373.347	1.020
374.367	1.037
375.403	1.023
376.427	1.027
377.453	1.060
378.513	1.037
379.550	1.027
380.577	1.063
381.640	1.040
382.680	1.030
383.710	1.050
384.760	1.033
385.793	1.053
386.847	1.037
387.883	1.043
388.927	1.040
389.967	1.077
391.043	1.053
