21.7700	1.1333
22.8767	1.1067
24.0833	1.2067
25.1667	1.0833
26.3433	1.1767
27.4100	1.0667
28.5100	1.1000
29.6233	1.1133
30.7533	1.1300
31.8600	1.1067
32.9700	1.1100
34.0967	1.1267
35.2467	1.1500
36.4167	1.1700
37.6033	1.1867
38.7633	1.1600
39.8833	1.1200
41.0167	1.1333
42.1833	1.1667
43.3500	1.1667
44.4967	1.1467
45.6033	1.1067
46.7033	1.1000
47.8567	1.1533
48.9700	1.1133
50.1067	1.1367
51.2400	1.1333
52.3967	1.1567
53.4967	1.1000
54.6633	1.1667
55.7767	1.1133
56.9367	1.1600
58.0500	1.1133
59.1300	1.0800
60.2667	1.1367
61.3767	1.1100
62.4433	1.0667
63.6633	1.2200
64.8200	1.1567
66.0067	1.1867
67.1100	1.1033
68.2833	1.1733
69.4333	1.1500
70.5100	1.0767
71.6500	1.1400
72.7700	1.1200
73.8867	1.1167
75.0200	1.1333
76.1533	1.1333
77.3033	1.1500
78.3967	1.0933
79.6133	1.2167
80.7633	1.1500
81.9033	1.1400
83.0433	1.1400
84.2167	1.1733
85.3833	1.1667
86.5633	1.1800
87.7400	1.1767
88.9000	1.1600
90.0467	1.1467
91.1967	1.1500
92.3333	1.1367
93.5233	1.1900
94.6500	1.1267
95.8433	1.1933
97.0300	1.1867
98.3333	1.3033
99.5433	1.2100
100.8233	1.2800
101.9633	1.1400
103.0800	1.1167
104.1833	1.1033
105.3367	1.1533
106.4867	1.1500
107.6633	1.1767
108.7767	1.1133
109.9067	1.1300
111.0367	1.1300
112.1733	1.1367
113.3033	1.1300
114.4333	1.1300
115.5400	1.1067
116.7000	1.1600
117.8067	1.1067
118.8967	1.0900
120.0333	1.1367
121.1933	1.1600
122.3333	1.1400
123.4967	1.1633
124.6433	1.1467
125.8200	1.1767
126.9600	1.1400
128.0967	1.1367
129.1833	1.0867
130.2267	1.0433
131.2967	1.0700
132.3533	1.0567
133.4633	1.1100
134.5667	1.1033
135.6800	1.1133
136.7867	1.1067
137.8733	1.0867
139.1067	1.2333
140.2233	1.1167
141.3233	1.1000
142.4567	1.1333
143.5933	1.1367
144.7200	1.1267
145.8100	1.0900
146.9800	1.1700
148.0767	1.0967
149.1700	1.0933
150.2967	1.1267
151.4100	1.1133
152.5167	1.1067
153.6100	1.0933
154.7033	1.0933
155.8833	1.1800
157.0467	1.1633
158.1567	1.1100
159.2933	1.1367
160.4300	1.1367
161.5533	1.1233
162.7100	1.1567
163.8833	1.1733
165.0467	1.1633
166.2367	1.1900
167.3733	1.1367
168.5067	1.1333
169.6300	1.1233
170.7333	1.1033
171.8500	1.1167
172.9900	1.1400
174.1667	1.1767
175.2967	1.1300
176.4300	1.1333
177.6500	1.2200
178.8367	1.1867
180.0067	1.1700
181.1067	1.1000
182.3433	1.2367
183.5933	1.2500
184.8100	1.2167
185.9467	1.1367
187.1200	1.1733
188.3400	1.2200
189.4967	1.1567
190.6100	1.1133
191.7333	1.1233
192.8667	1.1333
193.9767	1.1100
195.1033	1.1267
196.2100	1.1067
197.4033	1.1933
198.4867	1.0833
199.6433	1.1567
200.7967	1.1533
201.8800	1.0833
203.0667	1.1867
204.2500	1.1833
205.3867	1.1367
206.5200	1.1333
207.6433	1.1233
208.7767	1.1333
209.9200	1.1433
211.0900	1.1700
212.1833	1.0933
213.3567	1.1733
214.4867	1.1300
215.6633	1.1767
216.8300	1.1667
217.9967	1.1667
219.1867	1.1900
220.2933	1.1067
221.4100	1.1167
222.5467	1.1367
223.7133	1.1667
224.8400	1.1267
225.9267	1.0867
227.0667	1.1400
228.2233	1.1567
229.3467	1.1233
230.4767	1.1300
231.5933	1.1167
232.7167	1.1233
233.8800	1.1633
234.9900	1.1100
236.0633	1.0733
237.1867	1.1233
238.3133	1.1267
239.4900	1.1767
240.6200	1.1300
241.7533	1.1333
242.9200	1.1667
244.0433	1.1233
245.1533	1.1100
246.2567	1.1033
247.3733	1.1167
248.4767	1.1033
249.5633	1.0867
250.6767	1.1133
251.7800	1.1033
252.8733	1.0933
253.9667	1.0933
255.1367	1.1700
256.2500	1.1133
257.4267	1.1767
258.6233	1.1967
259.6700	1.0467
260.9333	1.2633
261.9800	1.0467
263.1233	1.1433
264.2933	1.1700
265.4167	1.1233
266.4967	1.0800
267.5967	1.1000
268.7167	1.1200
269.8433	1.1267
270.9867	1.1433
272.0533	1.0667
273.1567	1.1033
274.2333	1.0767
275.3200	1.0867
276.4000	1.0800
277.5600	1.1600
278.6967	1.1367
279.7500	1.0533
280.9167	1.1667
282.0067	1.0900
283.0500	1.0433
284.1100	1.0600
285.2500	1.1400
286.3300	1.0800
287.4167	1.0867
288.5300	1.1133
289.5433	1.0133
290.6567	1.1133
291.7967	1.1400
292.8900	1.0933
294.0400	1.1500
295.1767	1.1367
296.2567	1.0800
297.3667	1.1100
298.5000	1.1333
